,brand,city,title,desc,image_count,created_at,price
36231,Samsung::سامسونگ,Karaj,چهار عدد گوشی‌سالم دست دوم (کلی یا تکی),"چهار عدد گوشی سالم دست دوم به فروش می‌رسد
نوکیا n73 شصت هزار تومان
سامسونگ گلکسی یانگ باجعبه ۱۰۰هزار تومان
نوکیا فنلاندی ۳۰هزار تومان
سامسونگ کشویی ۳۰هزار تومان
لطفا فقط تماس بگیرید.
ممنون از دیوار",4,Tuesday 09AM,-63110
36238,Samsung::سامسونگ,Isfahan,a7 2016درحد,"سلام.
صورتی و در حد اک
یعنی با اک مو نمیزنه
پیشنهاد خود را مسج یا تلگرلم کنید.",0,Thursday 09AM,824490
36250,Samsung::سامسونگ,Ahvaz,s3mini تاچ سوخته,"S3MINI فقط برد ن سالم می باشد ...
توافقی به فروش می رسد

باگوشی هم قیمت معاوضه نیز می شود",0,Monday 01PM,323301
36253,Apple::اپل,Shiraz,6s gery 64,گوشی بدون کوچکترین خط و خش ،کمتر از دوهفته کارکرد ،بالاترین قیمت پیشنهادی بفروش میرسد معاوضه هم میکنم,0,Monday 03PM,1696868
36272,Nokia::نوکیا,Tabriz,گوشی موبایل,سه عدد گوشی قیمت توافقی,1,Friday 10PM,285857
36289,Samsung::سامسونگ,Mashhad,J2 صفحه شکسته,تو عکس واضع همه چیز,3,Friday 12AM,96995
36313,Nokia::نوکیا,Tehran,گوشی موبایل نوکیاC3,قابلیت اتصال به اینترنت واجرای واتساپ از نظر کارایی سالم یه خط کوچیک توی ال سی دیش افتاده که عکسشو گذاشتم.با جعبه و کلیه لوازم.,2,Wednesday 11AM,445233
36344,Samsung::سامسونگ,Shiraz,سامسونگG7کارکردچندروز,سلام سامسونگ گلگسی g7یه چندروزبیشترکارنکرده بخاطربدهکاری میخام بفروشمش با16گیگحافظه داخلی بدون خط وخش هنوزبازی هم روش نریختم پای معامله یه تخفیفی هم میدم,0,Sunday 09AM,576032
36345,Apple::اپل,Isfahan,طرح اپل ۶اس پلاس,همه چیز ان مثل اپل فقط یه ترک روی صفحه دارد,3,Sunday 09AM,990082
36352,ZTE::زدتی‌ای,Qom,glxکارکرده درحدنو,glx skyدرحدنو,1,Thursday 07AM,103269
36357,Apple::اپل,Tehran,Iphone 5s gray 16g کاملا توافقی!,"گوشی یک خردگی بقلش و کمی خوردگی خیلی ریز تو اطراف داره! 
به همراه جعبه و .... 
قیمت کاملا توافقی",0,Monday 09AM,896263
36360,Nokia::نوکیا,Tehran,Nokia c6,"همه جوره پاسخگو هستم. شما زنگ بزن توضیحاتش با من. معاوضه هم میکنم. 


*****************

نوکیا.گوشی.ps4.پرنده.هدفون",2,Wednesday 04AM,88153
36365,ZTE::زدتی‌ای,Mashhad,گوشی prestigio،سه ماهه کارکرده،سالم،تمیز,بدلیل اینکه میخوام گوشی مدل بالاتربگیر میفروشم،۴عدد هم قاب رنگی داره،دوربینشم ۵,2,Wednesday 06PM,342536
36367,Sony::سونی,Qom,sony m2,"گوشی sony m2
 فقط نقد
خریدار واقعی تماس بگیره لطفا",2,Thursday 04PM,325519
36376,HTC::اچ‌تی‌سی,Tehran,htc one xl صفحه شکسته,"صفحه اش امروز شکسته و میفروشمش به بالاترین پیشنهاد 
فوری فوری",0,Sunday 11AM,394181
36380,Apple::اپل,Shiraz,آیفون6s,رنگ سفید،یک هفته ای کار کرده,1,Monday 04PM,1164157
36385,HTC::اچ‌تی‌سی,Isfahan,HTC Cha Cha,سالم بدون نقص.,0,Wednesday 12PM,329155
36388,Apple::اپل,Isfahan,Iphone se 16 gold,"در حد آک. گلد. ١٦ گیگ. Lla. ٤ماه کارکرده
فقط فروش معاوضه ندارم 
$NUMکاملا مقطوععععععععع",0,Thursday 07AM,1573202
36394,Apple::اپل,Shiraz,iphon 6_64gig_gray,سالم،بدون خش,1,Saturday 09PM,1524299
36400,Apple::اپل,Tehran,6s 128 gray,گوشی نو نو بدون حتی یک خط با فاکتور خرید خودم آک بازش کردم,0,Wednesday 03PM,2253817
36411,Apple::اپل,Mashhad,فروش گوشی اپل سری 7,فروش کلیه مدل های ایفون 7 کاملا زیر فی بازار,1,Tuesday 09AM,1068131
36412,LG::ال‌جی,Tabriz,خریدار ال جی gpro E988,مشکی.سالم وبدونه تعمیرباشه لطفا,0,Tuesday 08PM,389970
36413,HTC::اچ‌تی‌سی,Mashhad,HTC  One max 32gig  4G,"دارای حسگر اثر انگشت 
به بالاترین قیمت پیشنهادی فروخته میشود",1,Wednesday 07AM,731467
36440,HTC::اچ‌تی‌سی,Ahvaz,گوشی اج تی سی دیزایر ای.,"گوشی کاملا سالم تعمیر نرفته 16گیگ 
دوربین جلو13فول اچ دی با فلش
انروید 6.0.1
ضد اب ضد گردو غبار
4g
با کیف الکتریکی و کاور ژله ای که اینارو همیطور میدم
950/000به مشتری واقعی تخفیف میدم

htc",3,Saturday 01AM,565204
36444,LG::ال‌جی,Ahvaz,LG_D801 gig جی۲ 32,رنگ مشکی..32 گیگ حافظه,3,Monday 07AM,601280
36447,HTC::اچ‌تی‌سی,Shiraz,htc826دوسیم کارت فروش یا معاوضه,"لطفا فقط تماس بگیرید 
گوشی خیلی خوب هست بدون خط و خش.",1,Monday 11AM,412231
36452,Sony::سونی,Tehran,sony j,گوشى تمیز با بازیه clash of clansلول٨٧,1,Tuesday 04PM,430748
36462,Samsung::سامسونگ,Tehran,اس ۷ اج,"اس ۷ اج دو سیم با گارانتی۲۰ روز کارکرد به شرط 

هیچ فرقی با نو نداره 

عکس از گوشی نزاشتم چون گوشیه دیگه ای ندارم ازش عکس بندازم 
تشکر دیوار",1,Saturday 08PM,1457742
36471,Apple::اپل,Tehran,Iphon 7 pelas,ایفون 7 پلاس 32g گلد اكبند,1,Thursday 04AM,1456691
36525,Samsung::سامسونگ,Shiraz,گوشی سامسونگ اس ۶  ادج پلاس گلد,این گوشی بسیار تمیز و خانگی است - تمیز بدون خط و خش حتی ۱ نقطه ریز دارای ۳عدد کاور با برچسب صفحه - خوش بحال خریدارش بقرآن,4,Tuesday 07PM,1541616
36526,HTC::اچ‌تی‌سی,Ahvaz,htc sensation  xl,"گوشی از لحاظ سخت افزاری و دکمه ها و باتری سالمه.
شارژر همراهش هست
هندزفری موجود نیست
ظاهرش هم خیلی خوبه که از عکسا مشخصه.
درب پشتی فلزی است.
دوربین 8 
حافظه 16 گیگ
رم 768 مگ
دوربین جلو 1.3
cpu 1.5
صفحه 4.7 اینچ",5,Wednesday 09AM,164665
36529,Nokia::نوکیا,Kermanshah,نوکیا6600 آنتیک کلکسیونی و منحصر بفرد,نوکیا6600 آنتیک کلکسیونی و منحصر بفرد. گوشی زیاد استفاده نشده  از قدیم. قاب اصلی و یک قاب مشکی داره که توی عکس میبینید .واقعا خط و خش نداره.موقع شارژ فقط ضعیف عمل میکنه که  .لطفا قیمت مد نظرتون رو اس ام اس کنید,2,Wednesday 09PM,406647
36534,Apple::اپل,Shiraz,ایفون 6s 64gig نو سفید,"ایفون ٦اس ٦٤ گیگابایت
سفید 
نو
زیر قیمت بازار",0,Saturday 07AM,2142419
36543,Samsung::سامسونگ,Tehran,Galaxy j7,2016.3gمشکی,0,Tuesday 09AM,710902
36546,Samsung::سامسونگ,Isfahan,فروش موبایل اقساطی,"فروش انواع موبایل با شرایط قسطی با چک کارمندی 
تعمیرات تخصصی موبایل،تبلت،لب تاپ",0,Tuesday 08PM,669847
36551,Sony::سونی,Mashhad,سونی میرو برد مشکل دار,سلام یه سونی میرو دارم ای سی تغذیه مشکل داره درست نمیشه باقی لوازمش بدرده کسی میخوره یاعلی,2,Thursday 04AM,242569
36563,Apple::اپل,Tehran,اپل ٥اس,گلد کارکرده ١٦سالم همه چی اوکی فقط گلس روی صفحه  شکسته همین فقط تماس,0,Sunday 10AM,799734
36572,LG::ال‌جی,Isfahan,الجی  تمیز(حتمابخون),گوشی ال5تک سیم. دوربین5صفحه4اینچ.اندروید4.1کارتن وشارژر. فقط فروش. قیمت منصفانه بدید,4,Tuesday 05PM,287387
36603,Sony::سونی,Shiraz,✔⛤فروش یا معاوضه sony Z ضدآب⛤✔,"سلام.
گوشی Sony z
رنگ مشکی،
تمیز و مرتب،
بدون تعمیر،
دوربین ۱۳؛
رم۲،
حافظه ۱۶گیگ؛
برچسب پشت و رو،
بک کاور،
کارتون+شارژر و هندزفری اصلی،
دلیل فروش فقط خریدن گوشی ۲سیم هست،
معاوضه با گوشی های ۲سیم کارت،
مدل گوشیتون رو واسم واتس آپ یا sms بفرستید اگه خوب بود خودم تماس میگیرم.
قیمت فروش هم 380تومن؛
✔مقطوع✔
مرسی از دیوار",2,Saturday 04PM,765469
36625,Apple::اپل,Tehran,گوشی طرح درجه ۱ s6plus,"گوشی طرح اصلی میباشد
درجه ۱
بدنه فلزی
حافظه داخلی ۱۶گیگ
رنگ گلد
کیفیت صفحه‌نمایش HD
دوربین اصلی ۱۳
دوربین سلفی۵",3,Monday 03PM,246783
36630,Apple::اپل,Shiraz,✔️اپل٥اس اوراقی,"سلام
گوشیم قفل آیکلود شد بخاطر هزینه ی بالای قفل گشایی نتونستم بدم درستش کنن
اوراقش کردم
قطعاتش همه اصلی هس
شاسی اصلی و فابریک بدون ذره ای خط و خش و ضربه
تاچ و ال سی دی
دوربین 
فلت ها تمام سالم و اصل
و...
رنگ گلد
عکس متعلق به خود گوشی می باشد
با تشکر",1,Wednesday 05AM,395346
36638,Samsung::سامسونگ,Mashhad,سامسونک تمیز,سلام من کفتم 15تومان مموری خور و ١سیم کارت هستش,2,Wednesday 02AM,191208
36667,Nokia::نوکیا,Tehran,گوشی نوکیا c7 بی عیب ونقص,سلام . گوشی کاملا سالم بوده ودوربین آن 8مگاپیکسل وحافظه داخلی 8 است . تمامی لوازم آن نیز موجودو آکبند همراه کارتن آن ارائه می شود.,2,Saturday 12AM,331478
36677,Apple::اپل,Tehran,Iphone5s,لوازم گوشی نونو تابه حال از لوازم استفاده نشده گوشی تا به حال باز نشده و دست نخورده است گوشی بدون خط وخش,5,Wednesday 09AM,867924
36685,Apple::اپل,Tehran,Iphone se 16 silver,درحد نو  فروش و معاوضه,1,Saturday 03PM,1367861
36695,Huawei::هوآوی,Qom,گوشی هوآوی,درحدنو.بدون ضربه.دوسیم کارته.3g.بدواین سردیوار,2,Wednesday 10PM,259542
36712,Nokia::نوکیا,Karaj,گوشی نوکیا 6720C,"گوشی نوکیا سالم,همراه کارتون و یه باطری اضافه,دوربین پنج مگاپیکسل,و دوربین جلو",2,Friday 06PM,-38311
36722,Huawei::هوآوی,Ahvaz,هواوی Y6وY520,دوعددگوشی هواوی واسه فروش دارم بسیارتمیزوبدون ضربه وخط وخش هستن واسه تنوع میخوام بفروشم خداوکیلی هیچ ایرادی ندارن وسالم هستن.مشخصات گوشیY6  اندروید5.1.1و4هسته ای ودوربین 8وجلو5 میباشدوگوشی دارای یک عددقاب آی فیس وضدخش ضدضربه میباشد.گوشی دومY520چهارهسته ای اندروید4.4.2 میباشددرضمن قابل تخفیف هم میباشد,4,Tuesday 12AM,383303
36727,Samsung::سامسونگ,Tehran,اس سیکس اج سامسونگ,"اس سیکس اج سامسونگ ۳۲ گیگابایت حافظه داخلی رمم میخوره فورجی هستش 
با گارانتی یک عدد کیف هم دارد",1,Wednesday 01PM,1509840
36756,Samsung::سامسونگ,Shiraz,گوشی سامسونگ کربی یامعاوضه,گوشی سامسونگ کربی تمیز و مرتب وسالم باکارتن وچهارتا قاب پشت باگوشی هم تعویض میکنم,2,Wednesday 08PM,436041
36760,HTC::اچ‌تی‌سی,Tehran,گوشی htc 8x,گوشی بسیار تمیز.ویندوز فون،اپدیت به 8.1.دوربین اول 8 دوربین دوم 5.حافظه داخلی 16 مگابایت.به عنوان گوشی دوم استفاده میشده و اکثر مواقع تو خونه بوده.چون تقریبا بلااستفاده بود تصمیم به فروش گرفتم,2,Friday 01PM,425787
36766,Nokia::نوکیا,Mashhad,تعدادی گوشی معیوب,گوشی های داخل عکس معیوب است خریدار قیمت خود رو پیامک کنه,1,Saturday 02AM,347295
36775,Huawei::هوآوی,Tehran,گوشی موبایل هواوی g510,"سالم و بدون خش.
دارای کارتن و شارژر فابریک.
فقط تماس,پیامک جواب نمیدم.
مرسی از دیوار",2,Monday 01AM,210046
36785,Apple::اپل,Tehran,ایفون ۵ مشکی ۱۶ گیگ تمیز,ایفون ۵ مشکی ۱۶ گیگ تمیز و سالم,2,Tuesday 04PM,955051
36788,Apple::اپل,Tehran,گوشی Iphone gold 32,در حد نو کاملاً سالم بدون خط و ضربه خوردگی دارای glass و قاب,3,Wednesday 12PM,1324305
36789,Apple::اپل,Ahvaz,اپل4sسفید۳۲گیگ,سلام فقط تا فردابه بالاترین قیمت میفروشم عکس نزاشتم تو واتساب میفرستم لطفا قیمت پیشنهادیتونو بدید گوشی تمیزه وسالمه,0,Wednesday 12PM,832637
36813,LG::ال‌جی,Mashhad,نکسوز ٥,نکسوز$NUMگیگ در حد نو مشکی.  خریدار واقعی تماس بگیره.   اونایی که دارن میدونن خیلی سرعتش خوبه و تیک نداره تو هیچی,2,Tuesday 05PM,665122
36819,Samsung::سامسونگ,Tehran,سامسونگ j7,کارتون داره  در حد نو سالم بدون خط خوردگی,0,Friday 11AM,504084
36848,Samsung::سامسونگ,Tehran,. Galaxy Note4c 4G,گلگسی Not4 گلد بدون کوچکترین ضربه تازه خریداری شده 4Gاندروید ۶.۱ گوشی درحدنونوکادو‌گرفتم‌ استفاده نشده زیاد! معاوضه با ایفون ۶sسالم بدون ضربه ۶۴گیگ بقیه پول ام نقدام پرداخت میکنم‌! ممنون از سایت خوب دیوار,0,Saturday 02AM,1018050
36863,LG::ال‌جی,Shiraz,گوشی موبایل LG k10,گوشی نو هست دوماه بیشتر کار نکرده اندروید 6 ، حافضه داخلی 16 ، دوربین 13 به اضافه سه تا کاور و گلس ضد خش فروش بدلیل خرید گوشی ایفون,2,Monday 03PM,613378
36875,Samsung::سامسونگ,Tehran,گوشی سامسونگ سالم,"گًوشی فوق العاده سالم در حد نو 
فقط تماس",1,Friday 10PM,549666
36899,Nokia::نوکیا,Shiraz,فروش نوکیا 6600,فروش یک عدد گوشی نوکیا6600در حد تمیز جهت مصرف کننده,5,Monday 10AM,316519
36905,Apple::اپل,Shiraz,ایفون 4s,سفید، سفارشى از انگلیس،,0,Saturday 09AM,285121
36912,Apple::اپل,Ahvaz,گوشی اپل 4s,"فقط مشکل صدا دارد قطع وصل میشه صداش.اس ندهید.لطفا لطفا اس ندهید.جواب نمیدم.اس ندهید.دوباره میگم اس ندهید.
ساعت تماس 10تا18",0,Wednesday 04PM,463484
36934,Apple::اپل,Tehran,Iphone 5C,گوشی آیفون 5C آبی رنگ بسیار تمیز ,4,Wednesday 07AM,522169
36940,LG::ال‌جی,Mashhad,ال جی ال 90,گوشی تمیز معاوضه هم میکنم با رده بالا تا اخر سال گارانتی داره,4,Wednesday 01PM,513469
36947,ZTE::زدتی‌ای,Isfahan,خرید و فروش انواع گوشی کارکرده,خرید و فروش گوشیهای کارکرده تمیز,2,Saturday 05PM,542242
36958,ZTE::زدتی‌ای,Mashhad,گوشی دوسیم کارت جی ال ایکس,گوشی سالم میباشدبا باطری نو,2,Wednesday 06PM,157600
36971,Nokia::نوکیا,Tehran,اپل 5c,"سلام،دنبال به ٨٨٠٠ ارت میگردم
میخوام معاوضه کنم با این گوشی و بقیش سر داده میشه",5,Thursday 07AM,995583
36975,Samsung::سامسونگ,Shiraz,گوشی استارت پلاسدرحد نو,گوشی استارت پلاس درحد نو سالم فقط تماس,0,Friday 12PM,825452
36986,Huawei::هوآوی,Mashhad,عروس هلندی,عروس هام مولدن یکی لوتینو یکیش خاکستری فقط اس بدید,0,Wednesday 04PM,487037
36995,Samsung::سامسونگ,Mashhad,سامسونگ s7,س. سامسونگ S7 فلت مشکی در حد نو نو پرچسب پشتش هنوز کنده نشود . ۳۲ گیگ گلس هم داره با ی دونه گارد خریدار تماس بگیره,0,Saturday 12PM,1642933
37011,Samsung::سامسونگ,Tehran,نونوp8 lite معاوضه بابالاتر,نونو مشکی تروتمیز وسالم باتمام لوازم,3,Thursday 11AM,359564
37012,Samsung::سامسونگ,Tehran,سامسونگa3,سالم.سرحال.قبراق. با گوشیهای جدید هم معاوضه میکنم,2,Thursday 09PM,592966
37019,Samsung::سامسونگ,Ahvaz,فروش سامسونگ j7 2015,سفید و تمیز با یکسال گارانتی اصلی لطفا قیمت پیشنهادیتون را پیامک کنید,0,Sunday 06PM,702686
37021,Apple::اپل,Shiraz,❖ Apple iPhone 5s ❖,"گوشی آیفون ۱۶ گیگ سالم
 با جعبه و وسایل جانبی
بدون تعمیر،تمیز
Whatsapp :
$NUM",1,Monday 06AM,889297
37044,HTC::اچ‌تی‌سی,Shiraz,htc one miniفروشی,باتری خراب دارای کارتون شارژر هندسفری,1,Monday 08AM,126632
37061,Apple::اپل,Shiraz,گوشی ایفون5,ایفون5 پلمپ به شرط رنگ سفید حافظه 64 تا حالا استفاده نکردم ازش از روز اول تو کارتونش بوده,0,Saturday 08AM,913271
37075,Apple::اپل,Tehran,Iphon 6s64gold,گوشیم سالم در حد نووو.فقط مشکلش اینه ک اثر انگشتش کار نمیکنه ک فکر میکنم با اپدیت بعدی درست شه اینم میفروشم چون ٧خریدم..قیمتاتونو بفرستین واسم.بالاترین قیمت میفروشم...,0,Monday 06PM,865158
37078,Apple::اپل,Tehran,اپل ۷ پلاس - مشکی رم ۲۵۶,"گوشی اکبند می باشد
مدل apple plus 7 black
قیمت ۴ میلیون و هشتصد هزار تومان
قیمت در مغازه  ۵ میلیون می باشد",3,Tuesday 03PM,1208304
37084,Samsung::سامسونگ,Tehran,گلکسی اس 6 گلد 32,"گوشی سالم سالم هست بدون کوچکترین خوردگی و رنگ رفتگی فقط پرش انتن داره که تعمیرات موبایل میتونن از قطعات و دوربین و ال سی دی استفاده کنند
کارتون و شارژر و هندزفری اصلی
قیمت پیشنهادیتونو اس بدین
قیمت پرت ندین لطفا",0,Thursday 01PM,625646
37093,Nokia::نوکیا,Mashhad,گوشی معیوب نوکیا,هرکی لازم داره قیمت پیشنهادی تونو بگید,1,Saturday 03PM,216174
37112,Lenovo::لنوو,Ahvaz,هواوی پی8-گولد-دوسیم فورجی,"گوشی تمیزه 
دوسیم فورجی 
دارای گارانتی
وسایل تکمیل
لطفا پیشنهاد قیمت ومعاوضه رو پیامک کنید",0,Thursday 10AM,901710
37113,Samsung::سامسونگ,Tehran,گوشی موبایل سامسونگ نوت 5,سامسونگ نوت 5 رنگ سفید تمیز وسالم دو سیم کارت  32 گیگ,1,Thursday 04PM,935021
37117,Nokia::نوکیا,Tabriz,نوکیا 225 با قیمت بسیار مناسب,نوکیا 225 با قیمت بسیار مناسب اورجینال,0,Saturday 09AM,120632
37122,Samsung::سامسونگ,Isfahan,a$NUMشکسته,"همه چی سالمه
فقط تاچ و ال سی دی میخواد
برد سالم
همراه کارتن
لوازمش هس
رنگ مشکی
تاچ و ال سی دی هم بود خریدارم",2,Monday 02PM,144039
37127,LG::ال‌جی,Isfahan,ای جی مگنا,سلام تعویض یا فروش ال جی مگنا تمیز پشتشم فیبر کربن و گوشیو به شرط تست میدم بدون مشکل قیمت حدودا 370 تخفیفم داره با تشکر,3,Tuesday 07AM,457821
37133,Apple::اپل,Qom,ایفون,گوشی ایفون فایو خراب نمیدونم چشه فقط میخوام بفروشم,0,Wednesday 09PM,546466
37138,Nokia::نوکیا,Ahvaz,بلک بری Z10 مشکی,"فروش گوشی بلک بری Z10 مشکی 4G
در حد آک همراه با جعبه  و کاور و گلس
آخرین آپدیت/کلیه برنامه ها اصلی

مدل : blackberry  z10  stl 100-2",1,Friday 11AM,748789
37141,Huawei::هوآوی,Shiraz,گوشی Huawei G700,گوشی کم کار کرده بدون هیچ مشکلی و به شرط,1,Saturday 11AM,313946
37149,Samsung::سامسونگ,Mashhad,سامسونگ,"سلام
گلکسی ایس ۴ لایت تمیز جهت معاوضه با گوشی مدل بالاتر
قیمت گوشی 175 تومن.
الباقی رو سر میدم.اگه موردی داشتین پیامک کنین.
ممنون.",0,Sunday 06PM,287009
37173,Samsung::سامسونگ,Tehran,گوشی   جی$NUM,سلام گوشی سامسونگ جی٧ سالم گوشیو یک هفتس خریدم به دلیل خریدآیفون دارم میفروشم٢٠١٦بدون خطو خش,2,Friday 07PM,786795
37182,Apple::اپل,Tehran,٦پلاس٦٤مشکی در حد,"گوشی سالم و تمیز
پارت نامبر آمریکا
٥ماه کار کرده
معاوضه هم دارم",3,Sunday 09PM,1126540
37190,Apple::اپل,Shiraz,Iphone 6 16gig,"آیفون ٦
١٦ گیگ، رنگ گلد
فابریک بدون خط و خش و ضربه 
گلس پشت و رو و بک کاور
رف و ریپک نیست 
معاوضه فقط با : iphone 5s 64 gig",2,Wednesday 07PM,1448474
37193,Huawei::هوآوی,Tehran,گوشی هواوی y۵۱۱,سالم تمیز  لطفا فقط تماس بگیرید اس جوابگو نیستم با تشکر فراوان,0,Thursday 04PM,159997
37206,Apple::اپل,Tehran,گوشی آیفون  5S حجم ١٦ گیگ,گوشی آیفون ٥اس فوق العاده سالم،حجم ١٦ رنگ مشکی،قیمت توافقی) (٩٠٠ تومان),2,Sunday 08PM,657333
37212,Nokia::نوکیا,Kermanshah,گوشی نوکیا a300,"این گوشی هم دارای صفحه لمسی است و هم دارای صفحه کلید به همراه قلم است.
صفحه گوشی سفید رنگ است.البته پرسیدم گفتن شاید 15تومن هزینه داشته باشه.

قیمت خود را پیشنهاد بدید.

ممنون از  مدیریت سایت دیوار",1,Wednesday 09AM,135366
37219,Apple::اپل,Tehran,ایفون ، رزگلد، ٦اس،٦٤گیگ,"فوق العاده تمیز بدون حتى یک خط
در حد اکبند
٣ماه کار کرده",1,Monday 11AM,1540729
37222,Samsung::سامسونگ,Tehran,گوشی گلکسی اس۶ نو,"سلام 
گلکسی اس۶ ۳۲ گیگ گلد
۱هفتس گرفتم 
معاوضه میکنم با ایفون
لطفا بیاید تلگرام",0,Tuesday 03PM,1101159
37225,LG::ال‌جی,Tehran,خریدار گوشی ال جی G4شکسته)قیمت خوب میخرم,سلاام کسانی ک ال جیG4دارند و گوشی ال سی دی ان شکسته خریدارم,0,Thursday 02PM,291940
37228,Huawei::هوآوی,Tehran,گوشی موبایل هوآوی جی610,بسیاار تمیز و سالم,3,Sunday 02PM,131567
37232,LG::ال‌جی,Qom,گوشی موبایل ال جی 2 مشکی,"بسیار تمیز,همراه دو کیف مشکی و بنفش
لطفا از طریق تلگرام قیمت پیشنهادی خود را مطرح کنید",0,Wednesday 12PM,443421
37233,Apple::اپل,Tehran,خریدار انواع گوشی های ایفون صفحه شکسته,خریدار انواع گوشی های ایفون صفحه شکسته به شرط آنکه تاچ سالم باشد ، لطفا فقط پیامک,0,Wednesday 12PM,531869
37239,Nokia::نوکیا,Shiraz,نوکیا c3 لمسی,گوشی خیلی تمیزه لمسی هم هست قیمتشم توافقی نوراباد هستم,1,Friday 07PM,122220
37252,Huawei::هوآوی,Shiraz,هواوی پی ۸ لایت,"فروش یا معاوضه گوشی پی ۸ لایت 
لطفا قیمت یا گوشی مورد معاوضه خودتون رو از طریق واتساپ یا تلگرام بفرستین
یک سال کارکرد،اندروید ۶،بدون هیچ مشکل نرم افزاری 
ممنون",5,Monday 06PM,268389
37264,Apple::اپل,Tehran,iphone 6s,"۱۶ گیگ گلد
بدون خط و خش سالمه سالم 
همرا ۳ قاب و یک گلس و محافظ لنز 
پک اصلی 
برای قیمت اس ام اس یا تماس بگیرید
فقط خریدار زنگ بزند",5,Tuesday 08AM,1660777
37273,Samsung::سامسونگ,Tehran,سامسونگ 3600 تمیــــــز,"تاشو
سالم و تمیز با جعبه و لوازم
تک سیم",1,Saturday 08PM,196284
37274,Apple::اپل,Mashhad,ایفون ٦ ١٦ گیگ,"با سلام
گوشی اپل ٦ ١٦ گیگ صفحه لمسی مشکل دار با قیمت مناسب فوری

ممکن است مشکل نرم افزاری باشد که بنده سر در نمی اورم

Apple iphone 6  16GB
با تشکر از دیوار",2,Sunday 07AM,906244
37297,Samsung::سامسونگ,Karaj,گوشی سامسونگ مدل J1    Mini,در حد نو..همراه با جعبه و لوازم همراه +  قاب مدل i face,0,Friday 07PM,181255
37309,Apple::اپل,Tehran,Iphon 6s plus gray,بدونه خط و خش در حد اکبند و تعويض با ٧پلاس هم ميكنم,1,Tuesday 12PM,1983338
37311,Apple::اپل,Mashhad,iphone 5c معاوضه,"در حداک یک خال نداره روش
با تمام لوازم اصلی
معاوضه با نکسوس5xوj7و موارد دیگه دارم موردهاتونو پیامک کنید.",4,Wednesday 04PM,760760
37319,Samsung::سامسونگ,Ahvaz,گوشی موبایل نوت2,گوشی مشکلی نداره کاملا سالمه باگوشی جدید تمیز مدلA5 یا مدله های دیگه جدید باشه اگه معامله شه گوشی مدل بالا باشه پوله سر هم میدم,1,Saturday 06PM,454534
37322,Samsung::سامسونگ,Mashhad,فروش برد سالم s5تک سیم با کارتون,فروش برد سامسونگs5 تک سیم سالم سالم تلگرام درخدمتم یاعلی فقط تکرام وتماس جوابگو هستم,0,Sunday 05PM,259576
37327,Apple::اپل,Shiraz,گوشی اپل 5s,"گوشی اپل 5s
64گیگ 
کارتن اصلی 
باتمام وسایل",2,Tuesday 08AM,724421
37332,Apple::اپل,Ahvaz,IPhone 6s plus 64 gold,فروش ویژه یک دستگاه گوشی اک IPhone 6s plus 64 gold LL /a گوشی ١ هفته كار كرده اك اك به همراه گارد و ضد ضربه معاوضه هم با IPhone 7 ,0,Wednesday 11PM,2346641
37337,Sony::سونی,Karaj,گوشی موبایل سونی Z2 سفید,گوشی سونی Z2سفید5.7 اینچ،درحد نو.با رم 16g حافظه داخلی16gدوربین 20.1مگاپیکسل،100%ضدآب، هندزفری،شارژر،کارتن،گلس ضد ضربه،فوری فروشی,0,Thursday 10PM,611070
37340,LG::ال‌جی,Tehran,گوشی نکسوس ٥ در حد ٣٢ گیک بسیار سالم,Nexus5 در حد نو,2,Friday 09AM,911168
37345,Apple::اپل,Shiraz,اپل ٥ گلد ٦٤ گیگ,زیاد نو نیست باید ببینید قیمت هم ٧٠٠ یا معاوضه هم میکنم,0,Sunday 08AM,1255771
37352,Samsung::سامسونگ,Shiraz,موبایل,اس سون بسیار تمیز بدون کوچکترین خط وخش خیلی وقت نیست خریدمش .برای توضیحات بیشتر تماس بگیرید ممنون,1,Wednesday 03AM,783325
37373,Nokia::نوکیا,Karaj,نوکیا,سالم 50تومن,0,Sunday 07PM,-13100
37392,Samsung::سامسونگ,Tehran,گوشی موبایل سامسونگ a310,فروش سامسونگ a$NUMدوربین$NUMاینچ حافظه داخلی ۱۶ گوشی آکبند هستش باز نشده نو نو نو سالم سالم,0,Friday 11PM,622878
37394,Samsung::سامسونگ,Tabriz,سامسونگ s3,"s3 neo
تمیز در حد آک بدون خط خش
گوشی رو از همین سایت بم انداختم تو دیوارم زیاد اگهی میذاره مورد دارن
وای فایش کار نمیکنه بلطبع وای فای هات اسپات هم کار نمیکنه
ایراد دیگه ای نداره
شاسی سالم
تاچ و ... سالم
باطری فوق العاده
قیمت پیشنهادی رو بفرستین
تلگرام تماس اس پاسخگو",3,Saturday 10AM,285227
37402,Huawei::هوآوی,Isfahan,هواوی G700,"تمیز وخانگی بدون تعمیر رنگ سفید حافظه داخلی 8
مموری 16هم روشه",0,Sunday 10AM,208742
37416,Apple::اپل,Tehran,اپل ٥و اپل ٦در حد,"یدونه اپل ٥ گلد لاکچری ٩٠٠ تومان
اپل ٦ 
٦٤گیگ ١٨٠٠تومان",1,Friday 04PM,1321977
